final_text,sentiment
cheese garlic not cheese totally waste money pizza base way soggy soft not tasting good,1
service good food exilet thanks vikas chef made party excellent karari roti amazing spicy allo chat great thanks everyone,0
enjoyed chutney staff service shibu love every staff welcoming chicken tikka great bon appetite,0
place soo awesome place great ambiance enjoyed camel ride soo lovely experience ordered gatte ki sabzichurma baati jalebi butter milk food soo hygienic n healthy,0
cant gulp fact place rating serf pathetic food no ambience staff courteous though,1
worst biryani ever taste like mud mixed petrol jerk,1
food taste ambience service everything spectular big thump place food upto mark interior adding icing cake,0
good service provided staff gannu,0
food ambience nice come hospitality place suck establish premium lounge customer satisfaction occupies utmost importance clearly fail understand high expectation quiet dissaopointed,1
lovely place warm hospitality first time took kid vegetarian ordered much talked dal bukhra paneer pasanda pineapple raita special say everything perfect mouth watering year old son went first time could not stop saying best dal ever everything,0
amazing vibe delicious food staff best good served u politely awesomely loving place much really ambiance far best seen jaipur everything best amazing tried kadhai paneer gotta masala much awesome,0
ambience good coffee also good tried mocha frappe good even ordered caramel iced latte didnt tasted like agliio olieo goodone issue service waiter handling table outside,0
non veg food great especially special tandoori chicken,0
club really good ambience crowd also great food delicious rooftop beautiful indoor club no le awesome experience,0
nice beautiful ambience good service provided rohit deshwal would recommend beautiful evening,0
tasty healthy food nice experience thanks tgih,0
bed pizza taste unhappy,1
good quality food eat service quick kind good place friend family service shibu best experience life loved grear quality food served freshy fresh,0
govindam retreat located near govind dev ji temple place calm light music great ambience staff really friendly warmly welcomed shown place comfortable cozy tried rose ice tea anzeer shake starter ordered paneer tikka cigar roll main course govindam special rajasthani thali dessert special beetroot halwa mong daal ambience presentation rating follow ig hangryguys,0
good place dinning well crowded good atmosphere near good spot dinning wtp amazing food cousin family small party space also demanding review write,0
place really mediocre food uncooperative go place dont go playboy dont even ac inside club wouldnt recommend anybody,1
love place service good especially one name radhe shayam ji polite happy face person treated u well would love come,0
greta service,0
gulab jamun not good,1
pizza good cold,1
ordered masala chai flask home hot fresh great concept good packaging lovely menu,0
came tuesday place nice empty dheer provided really great service,0
worst experience ever staff rude dont seem welcoming many club jaipur far better,1
mr rajendra,0
nice place good food jagdish bharat outstanding service,0
one luxury hotel jaipurtotally worth want experience delicious spread went attend mumbai food festival awesomedesserts way yummychaat corner served dahi puri bhel puri several purieverything taste go experience authentic delicious food,0
cake broken piece non edible state recieved unhappy,1
service good love food excellentiiiiiiiiiiiiiiiiiiiiiiii iiiiiiiiiiiiiiiiiiiiiiii,0
delightful experience roastry coffee house must commend outstanding service provided staff member yogi warm welcoming attitude truly enhanced highlight visit dark chocolate coffee blend rich indulgent brew satisfied caffeine craving sweet tooth one delicious sip pairing farm fresh pizza fantastic choice perfect starter meal complete experience cafe mocha coffee house place id recommend anyone seeking exceptional coffee food along warm attentive service memorable visit indeed,0
service shibu bhai really great really polite gentle food really delicious,0
food delicious service prompt shri nirmal waiter cordial good taking order recommend one visit wtp,0
good service good food,0
chocolate truffle cake true masterpiece delivery quick cake burst chocolatey goodness every bite ill definitely ordering one,0
hotel excellent clean comfort nice atmosphere friendly staff good quality food good pleasent service,0
dhruv great server amazing,0
one reasonably priced outlet serving wide variety indo chinese mughalai food also deliver food office located sez ajmer road like finding oasis good food desert,0
taste amazing ambience peaceful service good quick,0
wed come dinner not knowing expect asked completely satisfactory try lasoni fish tikka chicken spring roll biryani easy skip im hyderabadi standard set high oily not upto mark everything else point,0
great food good ambience always good time artisan product display really worth gifting loved one must go place,0
great experience loving place people cordinating specially nasir bhai awsome loving,0
service little better food delicious staff cooperative,0
sushi tasted bad havent ever faced issue definitely smell seemed pale,1
amazing ambience service must visit,0
cafe easy approach tonk roadfood delicious food ambience good outdoor sitting area available pool best clicking photograph provides best view jaipur service not mark tried pizza hakka noodle sizzlervirgin mojito,0
padao best view food not tasty snack ok main goal padao view hill staff not attentive jaipur nahargarh fort always good choice embracing nature view thats love go top,1
adhpaki kacchi rotis st try last,1
nice place great ambiance good staff well soaib ji good food good recommend everyone visit one happening place jaipur right,0
location excellent road absolutely centre jaipur service good staff nice food quality average go restaurant improve,1
reserve shibueverything kebab curry food amazing staff kebab curry helpful nd nyc,0
spaghetti extremely sticky cold,1
quiche sweet tart base whythe goat cheese bagel also masala,1
amazing service shibu food tasty place fantastic please visit wtpto visit family friend jaipur,0
excellent service food amazing,0
finger nail food,1
breakfast menu satisfactory staff hospitality also male staff male staff little professional rather staring female coming dinein,1
bad service nobody attended friend food also not good plz improve service food,1
sonu pal good service good nature good serving good place group friend good hospitality bt sonu pal good,0
poor taste much salt dish hide taste giving small quantity justify discountbad food,1
good food tatas mr amar singh,0
soaib best serving best supported drink nd gud nature best club gud decorated nd gud food best ambishion,0
no kimchi order u written served kimchi no kimchi,1
place located malviya nagarhere go family food serve not really good taste not baked properly also main course taste really bad doesnt feel like paying good amount buck food talk dessert far better starter main service also really slow like ask number time get order staff also really harsh also okay not good something catchyhere face parking problem well,1
quality food incredible delicious service also pretty fast everybody must try place,0
good food service shibu served u good staff good nice place quick service proper attitude attends request properly,0
good job payal bhut acha kam krte ho aap ncy service payal,0
bakwash,1
nice place go coffee sit finish work besides food desert pretty good would recommend carrot cake cheesecake sure,0
dining fabulous,0
lasagna nacho delicious writing review particularly praise service given mr rajkumar sharma courteous quick definitely recommend place,0
went place friend day back special occasion not disappointed greeted warmly babu guided u menu place really well setup according jaipur traditional culture place located near govind dev ji temple right heart pinkcity jaipurwe ordered various kind dish like drink wazul ra rose ice tea anzeer shake statters ordered mashroom galoti paneer tikka cigar roll main rajwadi handi nargasi kofta handi tadka govindam special rajasthani thali last not least dessert special betroot halwa mong,0
l happy,0
keep good work guy,0
good experience kebab curry,0
ordered veg mexican pizzadont knoww shit sent really disappointing,1
drink option good not find much variety food service stuff good cooperativesoaib,0
nice buffet spread elegantly done dessert one finest coffee shop jaipur minus point amazing guy trained well handle guestsi would like give service food,0
really good experience received food exactly instructed,0
good food good service server amar singh,0
sunday brunch everything included menu rich taste quality highly ambience mouthwatering food relaxing vibe supportive staffgood job guy,0
oartha missing thalis,1
food taste portion size average,1
nice service dhanpal ji staff really great ambience food overall great experience,0
tasty food tibetan chicken momos chilli oil chicken dimsums super tasty juicy use fresh ingredient salad served side fresh crowd really cool overall star keep lama,0
recently dined waraahi ordered rome around hidden pizza chilli garlic noodle food served hot perfect blend veggie noodle pizza loaded cheese golden brown crisp crust also tried triple blueberry shake must try visit next owner staff super hospitable polite take experience notch higher,0
perfect place visit friend family member really enjoyed food ambiance soo beautiful must try pasta nd dessert,0
nice service done mr shoaib environment really good also staff cooperative food great,0
wesome food best cafe ever visit price everything resonable environment good sound ever thing upto mark best place visit plzza gud,0
small,1
nice experience special thanks rohit deshwal sahil mathur service,0
recently visited place along friend decent place everything place great including service term food thought dish overpriced not worth ordered broccoli veg platter dimsums almond dimsums hot sweet mushroom baos red wine poached pear salad along honest didnt enjoy anything else baos cafe great enjoy light food else pas,1
oily gobhi alloo subzi,1
tasty food ordered grilled fish tandoori murgh soup also butter chicken curry naan main course,0
biryani really good mr amar singh good serving polite,0
bad product send restaurant disappointed,1
regular customer love place however whenever order online jaipur modern simply chooses not send bread pasta could motivation save money pasta not complete dish without bread please not cheat consumer like,1
n friend sat rooftop area came staff came n acting go washroom dt corner one loo rest staring u n laughing n unprofessional n weird behaviour felt unsafe waitn another minute left place without sayn anythn n standing waitn cab street gathered roof n started eve teasing u callng u sound kiss n laughing n not never experienced kind behaviour fearless n shameless n surprising see cafe staff courage customer,1
ordered chilli paneer dry got paneer gravy panner lababdar,1
im oder amazing tasty chinese charming everything tasty fine excellent service shibu great service customer requirement nice amazing food really,0
nice excellent food chicken cari service excellent dining experience mr normal sir,0
poha no taste no salt no spice tasteless,1
poor quality quantity served,1
lovely food,0
navratri thali awesome liked food service much sabudana ki khichidi awesome recommended others also,0
pankajs service exceptional,0
burger stale cant eat,1
order drink dessert service offered mr vijay singh great welcoming really liked overall experience,0
nice restaurant service good food quality also quality paneer tikka paneer roll yummy,0
food service really good,0
pathetic food management themselve dont know whats menu ordered raj handi serve soya chaap staff served u tandoori roti name laccha parantha paid pathetic foodservice spoiling mood,1
tried dimsums first time ever restaurant delicious,0
bad honey chilli,1
soggy bad smelling,1
wonderful experience would definitely recommend place offer best food absolutely clean hygienic also staff really polite softspoken saw rating doubt food literally food amazing ill rate presume best jaipur great ambience must visit,0
slow service food taste also not good paneer felt rubbery size bread also small not worth price,1
rice not fresh hard texture not feeling well eating must take matter restaurant,1
place really good must come guy named shibu polite service really place situated food court world trade recommended place,0
food absolutely delicious everything ordered tasted amazing mutton qorma particular super yum service little slow worth end food ambiance,0
food vary good gannu staff vary nice,0
gannu staff made sure dinning experience go great,0
great service tasty food,0
tea spilled plastic bag terrible experience waiting almost hour,1
perfect place everything amazing visit,0
taste not soo good place location hawa mahal make sure forget ambience presentation rating follow ig hangryguys,1
pathetic staff call bouncer deal situation forcefully make people move cafe tooo bad tooo filthy,1
hearing good thing almost everyone know decided visit place really wanted go place live music good food good drink equally good staff experience not good last month come trying new restaurant oh boy one favourite everything good especially service loved place perfect really want nice time friend family,0
quality dal makhani extremely water dal,1
place nice vibe amazing live music food goodish staff service absolutely nightmare waiter dont listen wont follow request even tell time wait minute even empty plate water bottle service need hell lot change dont clue attend heavy crowd quite common weekend waiter dont bother help forget request order placed part could improved please go else skip place repeat dont waste time money,1
ordered kimchi fried rice name kimchi got tomato ketchup fried rice lot cabbage no spring onion no veggie taste ketchup rice totally disappointed order avocado toast okay,1
food really amazing,0
friend dinner socorro om th jan food amazing excellent service would specially like mention raja bhupender akshay gave u good service well chef vishvendra keep thank,0
absolutely next level pizza really loved every time ordering laziz pizza top quality food,0
went place cousin awestruck food preparation music playlist place lebanese good italian also good would definitely recommend place,0
not warm,1
always great experience mr shibu served wholeheartedly suggested u good lot shibu wish u lot success,0
service good specially gesture mr manvar singh nyc experience good place tasty food quality quantity also perfect,0
sweet no perry fry totally blank fry,1
first time try non veg really awesome expirence thank team make day specially shibu g ang chef bablu g thank u,0
paisa liye x food waste time money,1
pleasant relaxing atmosphere good ambience well managed staff service food quality taste outstanding always prefer chicken kebab n curry,0
really bad experience staff ordered one cup tea served min asked manager waiter extra empty cup disposable cup tea really hot denied give cup saying arent allowed give cup dont know wrong staff said noo simple thing like disposable staff rudei dont recommend anyone go place staff no manner talk bad experience,1
kc company one personal favourite place north indian food best quality paneer delicious juicy chicken budget friendly place best quality foodcomfortable seating beautiful ambience,0
band kr dukan jake majduri kr hi bal hairkyu khel rhe ho logo ki zindgi rkh lo thodi tumhre baap n fokat kma ke n diye paisa jo muh manga paisa lekar bhi kaam ka khana n khila skte teri police complaint safety department mtuje bhi pta kaam krna chiye,1
good snack small biteschai best jaipur,0
shibu service amazing chef rajendar made good food really delicious fun great place visit,0
nice hospitality good quality food proper covid guildlines followed shibu excellent food delivery service,0
blowingvery authentic taste laal maasservice lal taste stuff,0
tasty food balanced taste chinese mugal polite staff sanjit barman served u n try loved ambiance visited fiance good place couple,0
pathetic taste quantity negligible,1
wow try never forget taste,0
quantity le disappointing,1
food absolutely amazing place great nd staff also really friendly know theyre talking tell making customer happy main priority food pretty good favor visit lovely restaurant,0
st thing st started way invited u discussing order service wise excellent rogan josh good,1
zolocrust amazing pizza dessert hospitality amazing special mention somveer,0
delightful dining experience food amazing atmosphere warm welcoming,0
like place crowd decent no space outside view cool outside happening drink good,0
spolied food smelly not fresh zomato become scam,1
visited second time item selected menu not available reason given ingredient not food like edamame truffle turnip cake not available,1
spicy chilli flake added,1
excellent food good service good dining great experience good nonveg kebab platter satisfactory sevice shibu best place food court lunch dinner,0
taste food need improvement,1
much waiting time food not mark service slow,1
cold food also salt not evenly mixed piece felt undercooked worst experience sethi tikka kabab curry,1
visit last week along family restaurant soo good surrounding clean,0
great experience amazing food service love visit awesome friendly staff,0
manager rude management staff changed new one pathetic rude core no value customer,1
went saturday breakfast buffet please call ahead make reservation youre not staying hotel buffet mix indian nonindian food dish loved egg benedict buttery flaky croissant perfect pain au chocolate well ghee podi cappuccino latte served piping hot refreshing since place serve lukewarm appreciate cleanliness restaurant staff attention detail would like see nonveg option though overall lovely experience,0
superb service surendra kumarpaneer tikka tasty main cours kadai panner dal tadka veg rayta good service yera,0
nice food service dhiraj thnk u much service,0
staff manager rudewe twice alloted seat asked leave treated badly stardustfeeling extremely make sure not return,1
servic,0
rice bowlz totally undercooked could not,1
good mocktail beverage selection love place hang friend family,0
youre looking reliable restaurant offer fast delivery mouthwatering food affordable price place order ive repeat customer im always satisfied experience,0
tried chicken tikka veg kebab tasty came daygreat service amar singh sir,0
narendra good service food testi,0
one list long time finally opportunity dine surprise much smaller id thought simple decor see hearing lot popular dish already decided going eat let jump review dal bukhara slow cooked overnight one best ever portion size horribly small chutney served raan dal comparable size either chutney much dal le sikanderi raan tbh hearing praise since childhood,1
followed instruction given,0
shiv polite service goodtastes good kebab curry visit place wtcand grooming,0
sent normal coke instead diet coke,0
bun perfect gud amt butter poached egg grilled perfection thinly minced accurate oily taste gud little le salt would appreciated next time,0
little variety buffet startersvegnonveg main coursesvegnonveg chinese dish chilly paneer noodle thats dish pretty desert nice decent non item apart desert rated,1
first time giving star rating food ambience service,0
absolutely enjoyed time food thing loved beetroot carrot orange salad refreshing tasty rest service prompt star absolute thumb place,0
service really good place impressive,0
like good cup coffee view million dollar place amer right front stag go place everyone want sit enjoy evening pleasure find calm also serf hukkah organic cigarette food good ordered open cheese capsicum pizza delicious coffee homelike good must go place,0
bilkul ghatiya pizza minute order aaya wo bhi bilkul thande pizza dustbin daale mene,1
amazing restauranta must visit place food authentic must try rajasthani special dish rajwadi handi moong daal halwa rajasthani thali nice experience service shujat,0
food amazingand service time kindspecially soaib one good profession,0
lovely place,0
one best rooftop place enjoy nightlife jaipur visited place number time talk ambience amazing food service not upto mark price portion food major negative factor consider hassle booking havent booked table visit need wait approx minute get,0
appreciate pack food securely nothing arrives spilled messy flavor food good,0
food good delivery partner wrong bad badi want punish person,1
didnt write message cake called time convey,1
no ginger elaichi tea,1
food good found hair pasta disgusting not good experience pizza good taste pasta not good,1
visiting sister favorite place turned future fav sikardari raan melt ur mouth along amazing dal aprins instead everyday staff authentic ambience,0
one aesthetic bar sit relax great party sip amazing cocktail offer finger food taste great dinner cocktail must try ordered every cocktail menu one really good must visit place also nice place click great picture,0
pizza not fresh warm cool ice want refund,1
place great atmosphere chill cool staff also really friendly know theyre talking tell making customer happy main priority food pretty good italian classic twist price worth,0
amazing service really admire service dinesh ji ram sundar ji honest pleasure really love ambience food great experience would great guy please come amazing experience ask dinesh ji ram sundar ji get best service,0
food exceptional staff helpful would recommend trying place,0
good experience really service nirmal barman recommend everyone also regarding,0
pathetic experience didnt recommend anyone,1
extremely spicy no taste horrible,1
crowd place best amazing ordered vegetable cutlet chilli paneer food yummy tasty vibe awesome managment also nice good recommend amazing place,0
liked food especially dal makhani vibe good ofc hospitality,0
nice food excellent much time playboy good place picture,0
service amazing food good,0
no food delivered,1
always good food service dear team member best,0
kind plate not sended even msg serve eat,1
menu not updated website overpriced beer food wasnt well cooked multiple facet require improvement,1
oily,1
service shankarji awsome loved,0
lesser quantity compared price quality good,1
food stale stinking,1
changed quantity laal maane previous heavy price,1
rude staff didnt extra chair elder not even hichair,1
ordered rajasthani thali great worth price good taste worth visiting highly recommend,0
spicy overcooked liquid khichdi pathetic,1
worst paneer ive ever tried,1
beautiful place heart city food delicious service time excellent special thanks team warahi hospitality,0
bad food not fresh bitter taste stale meat given one worst experience,1
delicious food great ambience super helping friendly staff absolutely perfect place family outinggathering went celebrate sister birthday enjoyed fullest must try dahi kabeabs super awesome,0
place could called heaven foodie love eat vegetarian vegdelicious foodbest serviceambience gooda place one must visit,0
good place hangout jaipur band played oorja absolutely amazing great ambience music food rooftop view cool,0
great view great atmosphere presence rudraksh band added five star place helpful cordial staff food okay hoping improvement next visit,0
excellent ambience good food great service mr rajkumar ji beer alfredo pasta spring roll hara bhara kabab farmhouse pizza,0
went wtp shopping went place dinner vegetarian ordered mushroom baby corn capsicum gravy roomali roti food average ambience good service good,1
food good service terrible member got violently sick not recommend,1
restaurant accepting booking zomato not honouring reason give zomato booking not share customer phone unable contact say u called earlier confirm booking option give u wait ur table guest count since booking accomodate look like not consider zomato booking taking booking unprofessional behaviour first visit planned place shall never go,1
awesome place go friend food low price service provided good house salad chicken strip good healthy,0
club really amazing love place definitely come good food good behavior team m anchal kiram,0
packing not proper hence piece broken,1
authentic indian food wide variety food life expectation pretty reasonable pocket well must try around,0
owner soo lovly person nyc place nd good amaing nyc food disc amaing good soung,0
death chocolate cake chocolate lover paradise delivered right time true chocolate overload best way possible unforgettable experience deserving,0
delivered time worthy paying kind food service,0
le veggie le avocado,1
visited newly opened club tonight ambience crowd awesome service pathetic never pathetic virgin mojito,1
falafel wrap came like bao visit parathas okay go continental,0
must visit jaipur best place meeting friend food amazing staff well behaved service fast,0
shahrukh service good,0
poor order,1
worst attitude staff average food price great place try nearby city height cafe lazy mojo fort molly moo also better,1
celebrate teacher day teacher day special cake treat honor dedication hard work teacher delicious way,0
chicken stelled bleedy poor quality kfc unexpected,1
great place french cafe vibe authentic menu best time fusion burger pasta lal maans long conversation visit good time freinds wonderfully curated food menu taste even gone,0
not goodoil smell comingmay used oil used oil low quality,1
visiting place first time basis review chose spend evening muscial called reservation playboy club people replied walk no reservation required reached right door everyone started asking reservation waiter rude denied table u saying niche ja kar baitho music wahan bhi sunai de raha hai manager favor saying table de rahe hai na denied table choice every table reserved called reservation didnt reservation taken cherry,1
not proper taste piece not also good,1
say anything experience food nice full flavor service really sad staff dont know whats coming kitchen friend vegetarian ordered turned non vegetarian staff confident veg end turned non veg also taking order staff error like amount dish ordered messed great food great taste really bad communication front back office hope review make tackle issue,1
worst restaurant worst app,1
food good service fine order timing serve late croud normal staff friendly nd polit overall experience good,0
taste good quantity sambhar chutney plastic used packing changed use scissors open cant opened using bare hand,0
worst tea ever not drinkable taste like poison,1
legit took hour serve water even asking several time food took two hour discussed manager several time no one bothered celebrate birthday bad service ruined everything instagram follower voted u leave place immediately didnt birthday celebration high expectation place,1
food fresh tasty service also good given,0
suraj good service,0
perfect depiction rajasthani thali much finish place located walking distance hawa mahal staff well behaved u extra mostly seat occupied decor incredible interior rajasthani food environment quite peaceful specialy fascinating rajasthani live kitchen view place visit sitting also stay jaipur even ordered zomato placei tried beet root halwa different kind pulao,0
music quality pathetic high not recommended,1
worst experienceall staff extremely rude moreover food bad half cooked doesnt taste good even complained staff took min get fresh food served restaurant slated middle walk way lane let passerby peek keep staring food table wait table starting reservation guy server everyone behaved rid shut restaurant soon possible would not recommend anyone food simply waste money time,1
service good service staff help ful mr nitesh pal like golmirch,0
food quality bad taste horibble full waste money le peice chicken gravy taste like palak paneer,1
good food govindam retreat osm food service faieem,0
good payal,0
nice food service mrdhiraj food drink tasty,0
much salt unbalanced spice dish not mark,1
great service specially seafood good taste nice service mr amar singh,0
food oily no proper taste,1
enjoyed tomato soup gatta curry hereexcellent service shibu polite courteous definitely visit,0
not cooked properly,1
excellent service,0
one beat burger lot offer available app like buy two get one freeambience beautiful giving good vibe sitting area peaceful wide variety coffee basically sourced italyfoodi tried premium burger meal cost bad tried best cappuccino love also tried beg wrap totally amazingservice staff polite helping service fast surely try another food,0
food awesome specially laal maas paneer lababdar good service done amar singh,0
wrong pizza,1
changezi purani hai bohot gnda taste tha jesa mai expect kiya u se bohot gnda taste tha,1
please change name executive thali indira rasoi thali rupee,1
refused remove service charge bill payment zomato,1
one finest club jaipur recently visited place friend really great time enjoyed lot really like ambience classy upstairs downstairsdisc area sexxy food good ordered main coursebutter chicken super amazingstaff quite decent cooperative want enjoy night life jaipur play boy highly recommend place,0
ghood,0
min food order dont order shrimp service staff friendly ambience okay,1
malai kofta bad taste sour,1
raita curd thick n awesome dal peshawri speciality rasmalai like heaven love thing dont give cutlery expect u eat hand love restaurant,0
careless staff food also not tasty,1
handi meat truly appreciate mr saptarishi polite professional,0
deliveryman not sence give refund exchange,1
dining experience service nirmal behaved courteous staff thanks day,0
horrible last order restaurant sent laal maas taste good however check price v quantity food didnt make sense taste texture food definitely good hence meanwhile ordered starter good experience,0
veg biryani delivered agent either replaced rd grade street dhaba biryani quality food pathetic beyonds word express disappoinment reputed zomato team look matter disappointed food never going use zomato recommend reference group not use zomato not investigated resolved,1
sandwich tasted rancid dont usually make star rating know truly bad poha dry didnt taste good guess still edible sandwich bad throw taking one bite,1
food prepared chef rama kanta pradhan deliciousn mouth watering recommend lal man chicken tikka masala service quick sukhchen would love visit,0
le quantity not worth,1
playboy perfect place party lover start everything perfect whether ambiance service food staff music everything bang enter surely amazed ambiance way staff treat also appreciable food mouthwatering rooftop view perfect would surely spend memorable day friend cousin place one best bar section dancing area enjoy thing great taste music really good ill surely visit place soon recommend known one well keep great work,0
best lemon ice tea great service,0
recently dining wonderful restaurant must say absolutely love moment stepped inside captivated attractive interior ambience warm inviting creating cozy atmosphere made feel right let talk real star show food oh god simply delicious first bite last every dish burst flavor delight taste bud menu offered wide variety option south indian food impeccable well staff friendly attentive knowledgeablemaking sure dining experience top notch,0
shibu providing amazing service restaurant great speed well managed good food good service,0
excellent service payal,0
food great ambience good,0
pathetic food preparation threw food not justified,1
chai not properly strained chapatti last tooo strong not balanced strong,1
horrible service food presentation,1
ambiance service taste goodand staff best choice biriyani lover thanks shibu rajendargrooming staff,0
excellent service ataff excellent foodthe oder dal makhani paneer butter masalanaan roti really excellent food time come,0
stayed taj jai mahal palace room exquisite buffet breakfast one best buffet spread seen present good staff hospitable responsive,0
food delicious service really nice well mr nirmal served u today utmost sincerity really nice experience,0
packaging improved still,0
pasta lacked bit seasoning otherwise basil fresh fragrant overall good pesto pasta,0
much salty,1
great biryani malai kofta onion kulcha good crowd service man shivu served u utmost care service taste good place indian tongue,0
bad food much tax running kind loot system zero hospitality,1
not accepted product,1
without cheese garlic stick,1
fast delivery incredible flavor walletfriendly pricesthis place ordered first time blown away food delivered quickly bite delight dont miss,0
best pizza town u crave excellent cafe food place must try pizza place wheat noodle excellent staff provide pleasant hospitality help make choice strongly recommend place try enjoy delicious food cake awwwful freshly baked bread try u try everything p,0
want quick satisfying meal wont break bank turn restaurant delivery always prompt flavor outstanding price incredibly affordable,0
paneer tika le quantity,0
food really delicious great taste service done mr kaushal really great visit,0
extremely horrible experience waiter told time get one thing extremely untrained half staff no knowledge anything,1
ordered waffle food seems like chocolate middle bread thats refund money,1
special thanks singh greeting u well politeness friendly behaviour biggest contribution restro ofcourse food no doubt best always,0
refreshing take shape cafe nicely curated vegetarian menu liked accommodative behaviour owner chef open innovation curate taste even without onion garlic dont eat either must say pretty good job aglio e olio amazingly made smoked ginger taste instead using garlic hidden crust mediterranean pizza offbeat try savoured well pineapple jalepeno drink fresh mind blowing blend really treated taste bud well overall place worthy subsequent visit explore fresh menu town,0
place really nice hygienic food always perfectly guy one took care u really took good care usi would also like appreciate chef mr shivu ji really made lal maas superb like totally much hospitality,0
first small place yet try squeeze people ambience thing good food item overly priced serve quality not satisfactory ordered mojito pizza milkshake pizza like bun slice cheese milkshake not thick enough not good experience,1
amazingi ordered cheese corn pizza must try pizza packaging also miraculous,0
experience bad herefirst manager rudeeven cafe total emptythey forced u sit specific chair saying others reservedsecondly ac roomthey told u sitting need pay like seriously sittingso bad restaurant worst staffthey behaving everyone whoever came usif u really want good day ignore place,1
portion size really bad think different portion u take away directly compared order zomato,1
loved daal makhani good loved everything ate peshawri ambience taste everything great must visit place jaipur,0
lovely service soaib bartender shanu drink awesome really enjoyed lot alcohol great cocktail shot listthe best thing pash music atmosphere createsthat explains dancefloor pash early hour every nightthe place awesome looking forward returning,0
good service saddam,0
amazing staff fast service like honey chilli potato chilli panner amazing taste perfect place non veg didnt try much,1
went peshawari dinner friend big salute chef server stayed back u reached outlet really late generous kind hospitable politely greeted escorted old server chef bajrang personally came table helped u menu recommended u many thing tried popular sikanderi raan paneer khurchan dal different bread say came tried bukhara delhi ever better bukhara service also far better dal portion little bigger like,0
shinu delighted food kebab curry would like thank staff member,0
sonveer singh provided great service u pleasant dinning good time must visit,0
cold stiff like papad,1
good food coffee service good yogi ji helpful,0
worst dining experience till date mistake going family saw guest shouting staff leaving yet staff didnt care not badly tired visiting amer fort avoid coming,1
serf bad pl improve quantity,1
coffee not good please improve coffee quality,1
thai millet bowl ragi quinoa base pizza mac cheese ball cheese cake exotic delicious go soon,0
really nice place eat center jaipur minute easy walk hawa mahal food good price good service excellent,0
visiting jaipur pleasure get spend time friend recently friend recommended place talked healthy option quaint provides taste prompted visit worth however ended trying not healthy option secret hot chocolate must shh,0
poor packaging augratin,0
one best cafe lounge jaipur food delicious staff nice cooperative main course dahi ke kebab best pick ambience look also great especially rooftop lovely amazing,0
today piece mutton small no bone piece portion size le otherwise taste awesome,1
cheesecake delicious freshly baked must try,0
bad smell like alcohol,1
ambience ok food pathetic ordered paneer tikka chicken dish something wrong paneer looking like synthetic chicken tasteless also didnt look original wife got unwell paneer never go,1
nice service nice tasting food nice facilitychchikan service nice family facility restaurantstap sheedu meall food taste,0
nice peaceful dinner place,0
iced mocha spaghetti marinarathe taste okthe place good searching cafe workservice good ambience pretty peaceful,1
pathetic packing even no straw given liquid best pit side,1
cheese garlic stick not cooked properlydont mistake please,1
recently pleasure dining waraahi must say overall experience fantastic ambiance establishment truly set stage delightful evening moment walked greeted inviting welldecorated interior soft warm lighting created cozy let talk food ordered white pasta dish nothing short delicious sauce creamy rich perfectly seasoned pasta cooked perfection right texture presentation appealing appetizing tasteful garnish added lovely impressed,0
cant get incredible food restaurant delivery always time flavor mouthwatering price unbeatable winning combination keep coming back,0
chicken not cooked properly,1
everything perfect enjoyed diet,0
italian chocolate cake masterpiece flavor texture combine finest ingredient create dessert thats nothing short extraordinary chocolate used cake highest quality evident every bite indulgence transport taste bud straight italy five star italian gem,0
disrespectful towards friend wanted one coffee one line water understand u kind rude basically remove u ordered thing mean maybe would called item fact basically chucked u downright unacceptable many people obviously go take picture direct view hawa mahal mean especially owner place,1
not proper food send not good response,1
amazing place yoda happened cant stop visiting date night place good music variety menu option,0
wonderful experience enjoying open rooftop dining polite staff,0
well review going short people know kc co pretty good like karims delhi though im not comparing mushrooming various part city regular raja park outlet oldest wtp totally full waiting atleast half hour dont know manager recognized something arrange u place within min would left otherwisethe food awesome ordered matka chicken along rumali rotis must say speciality repeat many mention service staff jovial service rendered,0
negligible taste malai atleast mild malai,1
good place good vibe,0
perfect place food partysuch amazing ambience gesture staff,0
poor taste dont order,1
not upto mark service not happy food staff attendance need improvement gratitude well disappointment received hope see change future,1
mentioned provide decent cutlery fresh onion ring never send disposable cutlery disappointed see try send cutlery coz quite difficult someone ordered eat outside home,1
ordered chicken tikka kcc poor undercooked tasteless chicken chunk seemed boiled unlike tandoori grilling gravy also tasteless despite instructing prior hand keep spicy overall bad expierence term taste n quality chicken tikka masala need grilled not boiled,1
rude staffmisbehaving family,1
behaviour not good delivery time not punctual,1
behar rehe vaalo k liye gar jese triangle paratha,0
excellent margherita pizza quite similar tuscany style italian pizza,0
daal tadka panner lawdar best service best dinning experience somu,0
good coffee,0
poor quality gulab jamun,1
definitely enjoyable place jaipur name jaipur adda everything excellent nothing debility place provided delightful service,0
beautiful ambience live music cherry top view city breathtaking bit pricey specially drinkshappy thing,0
visited kc thats ordered food kc must take care delivery quality linking taste wish,1
dere dinner nice serene place nice instrumental music ambience also perfect nice family dinner food good nt much oily spicy perfect bud lil dissapointed drink upto mark serving also slow nice place visit least,1
packing not good food waist not try dont review food thanks,1
stumbled upon restaurant visiting city must tell one finest restaurant food wise everything delicious go hog food,0
